BldgType,CentralAir,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,EnclosedPorch,Fireplaces,FullBath,GarageArea,GarageCars,GarageYrBlt,GrLivArea,HalfBath,KitchenAbvGr,LotArea,LotFrontage,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PoolArea,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,SalePrice
1Fam,Y,1088,871,0,3,0,0,0,0,1088,0,1,2,1025,3,2006,1959,1,1,9000,75,0,60,0,0,12,46,5,8,0,0,8,1088,208,2006,2006,2007,270000
1Fam,Y,1372,1274,0,4,987,0,1,0,360,144,1,2,656,3,1993,2646,1,1,9900,90,0,60,256,0,4,60,5,7,0,0,9,1347,340,1993,1993,2009,260000
1Fam,Y,1472,0,0,3,1036,0,1,0,336,0,2,2,588,2,1980,1472,0,1,14115,118.8065655,0,80,225,0,6,48,5,7,0,0,6,1372,233,1980,1980,2009,187500
1Fam,Y,1249,1347,0,4,0,0,0,0,1249,0,0,3,840,3,2006,2596,1,1,16259,111,0,60,370,0,9,154,5,9,0,0,9,1249,240,2006,2006,2006,342643
1Fam,Y,1136,1332,0,4,970,0,1,0,166,0,1,2,872,3,2004,2468,1,1,12099,99,0,60,388,0,6,154,5,8,0,0,10,1136,184,2004,2004,2007,354000
1Fam,Y,1553,1177,0,4,28,1474,1,0,0,0,1,2,576,2,1987,2730,1,1,10380,86,0,60,172,0,8,96,5,7,0,0,8,1502,201,1986,1987,2007,301000
1Fam,Y,1163,0,0,3,256,0,1,0,906,0,0,1,220,1,1955,1163,0,1,5820,49,0,20,0,0,7,98,8,3,0,0,6,1162,142,1955,2005,2006,126175
1Fam,Y,1898,1080,0,5,0,0,0,0,710,0,1,2,564,2,1961,2978,1,1,11275,96,0,80,300,0,6,0,7,7,0,0,11,710,240,1967,2007,2010,242000
1Fam,N,803,0,0,2,116,0,0,0,604,244,0,1,360,2,1941,803,0,1,5000,50,0,45,0,0,12,0,6,5,0,0,5,720,0,1941,1950,2007,87000
TwnhsE,Y,1719,0,0,1,1619,0,2,0,100,0,2,1,473,2,1993,1719,1,1,10846,32,0,120,0,0,5,30,5,8,0,0,6,1719,122,1993,1993,2008,324000
1Fam,Y,1383,0,0,3,565,0,0,0,818,0,0,1,292,1,1960,1383,1,1,11600,80,0,20,175,0,4,45,5,6,0,0,7,1383,0,1960,1960,2006,145250
1Fam,N,1445,689,0,5,0,0,0,0,844,268,0,2,441,2,1930,2134,0,1,11888,109.0321054,0,75,0,0,7,60,6,6,0,0,10,844,0,1916,1994,2009,214500
1Fam,N,596,596,0,3,0,0,0,0,596,137,0,1,189,1,1920,1192,0,1,6402,60,0,70,0,0,7,0,5,5,0,0,6,596,0,1920,1950,2009,78000
Duplex,Y,1728,0,0,6,40,264,0,1,1424,0,0,2,352,1,2002,1728,0,2,10624,103.0727898,0,90,84,0,11,0,4,5,0,0,10,1728,155,1964,1964,2007,119000
1Fam,Y,1056,0,0,3,846,0,1,0,210,0,0,1,308,1,1958,1056,0,1,8176,70,0,20,0,0,8,0,6,5,0,0,6,1056,0,1958,1992,2007,139000
1Fam,Y,1629,0,0,3,1124,479,1,0,1603,0,1,2,880,3,2003,1629,0,1,10655,85,0,20,296,0,10,0,5,8,0,0,7,3206,0,2003,2004,2009,284000
TwnhsE,Y,1358,0,0,2,720,0,1,0,638,0,1,2,484,2,2004,1358,0,1,8198,59,0,120,146,0,7,30,5,7,0,0,6,1358,192,2004,2004,2008,207000
1Fam,Y,943,695,0,3,828,0,1,0,115,0,2,2,472,2,1998,1638,1,1,9042,59,0,60,0,0,7,38,5,6,0,0,7,943,100,1998,1998,2008,192000
2fmCon,Y,1619,167,0,3,1249,147,2,0,103,0,2,2,529,2,1965,1786,0,1,164660,405.7831933,0,190,0,700,8,0,6,5,0,0,7,1499,670,1965,1965,2008,228950
1Fam,Y,1922,0,0,3,1249,0,1,0,673,0,1,2,676,3,2005,1922,0,1,14157,86,0,20,200,0,7,51,5,9,0,0,8,1922,178,2005,2006,2007,377426
1Fam,Y,1536,0,0,3,810,0,1,0,726,0,0,2,532,2,2002,1536,0,1,9135,70,0,20,113,0,12,74,5,7,0,0,7,1536,192,2002,2003,2008,214000
1Fam,Y,1621,0,0,3,213,0,1,0,995,0,0,2,440,2,1984,1621,0,1,14145,91,0,20,0,400,5,45,7,7,0,0,8,1208,108,1984,1998,2006,202500
1Fam,Y,1215,0,0,3,585,0,0,0,630,0,0,1,297,1,1958,1215,0,1,12400,66,0,20,176,0,6,0,7,6,0,234,6,1215,0,1958,1998,2009,155000
1Fam,Y,993,915,0,4,0,0,0,0,967,0,0,2,431,2,2002,1908,1,1,14191,85,0,60,0,0,4,0,5,8,0,0,9,967,135,2002,2002,2010,202900
1Fam,Y,841,0,0,2,0,0,0,0,721,24,0,1,294,1,1950,841,0,1,8400,60,0,20,0,0,9,0,4,4,0,0,4,721,250,1950,1950,2009,82000
Duplex,N,1040,0,0,2,0,0,0,0,0,0,0,2,400,2,1949,1040,0,2,8544,92.43376007,0,90,340,0,5,0,4,3,0,0,6,0,0,1949,1950,2006,87500
TwnhsE,Y,1684,0,0,2,28,0,0,0,1656,0,1,2,564,2,2005,1684,0,1,8849,63,0,120,616,0,7,72,5,9,0,0,6,1684,495,2005,2005,2008,266000
TwnhsE,Y,536,576,0,3,129,232,0,0,175,0,0,1,336,1,1976,1112,1,1,2592,36,0,160,0,0,4,0,3,5,0,0,4,536,182,1976,1976,2010,85000
1Fam,Y,972,605,0,3,0,0,0,0,972,0,1,1,312,1,1939,1577,0,1,6435,65,0,50,0,0,10,0,5,6,0,0,6,972,0,1939,1950,2006,140200
1Fam,Y,958,0,0,2,498,0,0,0,460,0,0,1,301,1,1960,958,0,1,12772,59.91111111,0,20,0,15500,4,0,8,6,0,0,5,958,0,1960,1998,2007,151500
1Fam,Y,1478,0,0,3,1270,0,1,0,208,0,2,2,498,2,1960,1478,0,1,17600,132.6649916,0,20,30,0,12,40,5,6,0,0,6,1478,0,1960,1960,2009,157500
Twnhs,Y,764,862,0,2,573,0,1,0,191,0,0,2,474,2,2003,1626,1,1,2448,36,0,160,106,0,10,27,5,7,0,0,6,764,0,2003,2004,2008,154000
1Fam,Y,1848,880,0,4,1410,0,1,0,438,0,2,2,706,3,2006,2728,1,1,20431,56,0,60,870,0,4,0,5,9,0,0,10,1848,0,2005,2006,2006,437154
TwnhsE,Y,1869,0,0,2,0,0,0,0,1869,0,1,2,617,2,2007,1869,0,1,7820,68,0,120,362,0,12,54,5,9,0,0,6,1869,210,2007,2007,2007,318061
1Fam,Y,1453,0,0,2,1082,0,1,0,371,0,1,1,445,2,1986,1453,1,1,5271,72.60165287,0,120,0,0,12,80,5,7,0,184,6,1453,0,1986,1986,2006,190000
1Fam,N,616,495,0,3,236,380,0,1,0,0,0,1,200,1,1941,1111,0,1,9084,60,0,50,0,0,3,0,6,5,0,0,5,616,48,1941,1950,2008,95000
1Fam,Y,720,0,0,2,0,0,0,0,624,0,0,1,484,2,2005,720,0,1,8520,60,0,30,0,0,5,0,8,6,0,0,5,624,106,1928,2003,2010,105900
1Fam,Y,1192,403,0,2,388,0,0,0,552,108,2,1,240,1,1940,1595,0,1,8400,60,0,50,0,0,6,0,5,6,0,0,6,940,0,1940,2000,2006,140000
1Fam,Y,1200,0,0,3,334,544,1,0,322,0,0,2,521,2,1995,1200,0,1,11249,105,0,20,0,0,8,26,5,6,0,0,6,1200,0,1995,1995,2007,177500
1Fam,Y,1167,0,0,3,560,0,1,0,598,0,0,2,400,2,1992,1167,0,1,9248,96.16652224,0,20,106,0,7,26,6,6,0,0,6,1158,120,1992,1992,2009,173000
TwnhsE,Y,1142,0,0,3,874,0,1,0,268,0,1,1,528,2,1976,1142,1,1,4224,44,0,120,0,0,8,90,5,5,0,0,6,1142,536,1976,1976,2007,134000
1Fam,Y,1352,0,0,3,300,294,0,1,468,294,0,1,288,1,1958,1352,0,1,6930,92,0,80,120,0,7,0,4,5,0,0,6,1062,168,1958,1958,2006,130000
1Fam,Y,1086,838,0,3,956,0,1,0,130,0,1,2,592,2,1998,1924,1,1,12011,78,0,60,530,0,6,75,5,8,0,374,7,1086,208,1998,1998,2006,280000
1Fam,Y,912,0,0,2,773,0,1,0,115,0,1,1,470,2,1978,912,0,1,7540,59.91111111,0,85,0,0,6,0,6,6,0,192,5,888,0,1978,1978,2007,156000
1Fam,Y,988,517,0,3,399,0,1,0,484,0,0,1,240,1,1940,1505,0,1,9144,95.6242647,0,50,0,0,7,0,5,5,0,0,8,883,0,1940,1982,2008,145000
1Fam,Y,495,1427,0,4,0,0,0,0,0,177,1,3,672,2,2003,1922,0,1,7301,64,0,85,500,0,7,0,5,7,0,0,7,0,0,2003,2003,2009,198500
Twnhs,Y,483,504,0,2,162,0,0,0,321,0,0,1,264,1,1972,987,1,1,1680,21,0,160,510,0,5,0,8,6,0,0,5,483,250,1972,2007,2009,118000
1Fam,Y,790,784,0,3,712,0,1,0,84,0,1,2,566,2,1976,1574,1,1,18800,137.113092,0,60,120,0,7,111,5,6,0,0,6,796,306,1976,1976,2006,190000
1Fam,Y,672,672,0,3,456,0,0,0,216,218,0,1,468,1,1964,1344,0,1,10690,59,0,70,0,0,7,128,7,5,0,0,6,672,0,1920,1997,2009,147000
1Fam,Y,1394,0,0,3,609,0,1,0,785,0,2,1,514,2,1963,1394,1,1,9500,97.46794345,0,20,247,0,7,76,5,6,0,185,6,1394,0,1963,1963,2009,159000
1Fam,Y,1431,0,0,3,371,0,0,1,728,0,1,1,296,1,1962,1431,0,1,9150,101,0,80,305,0,12,110,5,6,0,0,6,1099,64,1962,1962,2008,165000
1Fam,Y,1268,0,0,2,540,0,0,0,728,0,1,1,244,1,1954,1268,0,1,7800,78,0,20,200,0,3,98,6,5,0,0,7,1268,0,1954,1954,2010,132000
1Fam,Y,1287,0,0,3,72,258,1,0,733,0,1,1,576,2,1997,1287,0,1,9830,99.14635646,0,20,0,0,3,17,7,5,0,182,7,1063,364,1959,2006,2010,162000
1Fam,Y,953,711,0,3,0,0,0,0,953,0,1,2,460,2,2000,1664,1,1,8121,90.11659115,0,60,0,0,1,40,5,6,0,0,7,953,100,2000,2000,2006,172400
1Fam,Y,1120,468,0,4,0,0,0,0,0,0,1,2,680,2,1991,1588,0,1,17120,80,0,50,0,0,7,59,4,4,0,0,7,0,0,1959,1959,2008,134432
TwnhsE,Y,752,0,0,2,623,121,1,0,0,0,0,1,264,1,1984,752,0,1,7175,50,0,120,0,0,2,0,5,6,0,90,4,744,353,1984,1984,2010,125000
1Fam,Y,1319,0,0,3,428,180,1,0,0,0,0,1,270,1,1953,1319,0,1,10634,79,0,20,0,0,11,0,6,5,0,0,5,608,66,1953,1953,2009,123000
1Fam,Y,847,1081,0,4,0,0,0,0,847,0,1,2,434,2,2003,1928,1,1,8200,65,0,60,0,0,7,48,5,7,0,0,8,847,100,2003,2004,2007,219500
1Fam,Y,914,0,0,2,298,0,0,0,572,0,0,1,576,2,1998,914,0,1,8846,57,0,85,0,0,7,0,5,5,0,0,5,870,0,1996,1996,2006,148000
1Fam,Y,1580,886,0,4,0,0,0,0,1580,0,1,3,610,2,2004,2466,0,1,11143,102,0,60,0,0,12,214,5,8,0,0,8,1580,159,2004,2005,2007,340000
1Fam,Y,1856,0,0,1,1445,0,1,0,411,0,1,1,834,3,2010,1856,1,1,11394,88,0,20,350,0,6,0,2,9,0,0,8,1856,113,2010,2010,2010,394432
1Fam,Y,1007,793,0,3,0,0,0,0,982,0,1,2,463,2,2000,1800,1,1,8123,60,0,60,16,0,6,63,5,6,0,0,7,982,100,2000,2000,2009,179000
1Fam,Y,1026,665,0,3,218,0,0,0,808,242,1,2,308,1,1924,1691,0,1,5000,50,0,50,0,0,5,0,6,5,0,0,6,1026,0,1924,1950,2010,127000
1Fam,Y,1301,0,0,2,0,0,1,0,1293,0,1,2,572,2,2006,1301,0,1,7200,60,0,20,0,0,8,121,5,7,0,0,5,1293,216,2006,2006,2006,187750
1Fam,Y,939,858,0,3,0,0,0,0,939,0,0,2,639,2,2006,1797,1,1,9245,79,0,60,0,0,4,53,5,7,0,0,8,939,144,2006,2006,2007,213500
1Fam,N,784,0,0,2,0,0,0,0,784,91,0,1,360,2,1950,784,0,1,9000,60,0,45,0,0,10,0,3,6,0,0,5,784,0,1928,1950,2009,76000
1Fam,Y,1079,874,0,3,985,0,1,0,595,0,2,2,501,2,1992,1953,1,1,53107,230.4495606,0,60,0,0,6,231,5,6,0,0,9,1580,216,1992,1992,2007,240000
TwnhsE,Y,1269,0,0,2,24,0,0,0,1232,0,1,2,430,2,2004,1269,0,1,3182,43,0,120,16,0,4,20,5,8,0,144,6,1256,146,2004,2005,2010,192000
1Fam,Y,1125,0,0,3,631,0,1,0,410,0,1,1,352,1,1977,1125,0,1,7200,72,0,80,255,0,10,0,6,6,0,0,6,1041,296,1976,1976,2009,125000
1Fam,Y,1479,0,0,3,0,0,0,0,1468,0,0,2,577,2,1999,1479,0,1,9382,93,0,20,125,0,7,25,5,7,0,0,6,1468,120,1999,2000,2008,191000
1Fam,Y,1742,590,0,3,1280,0,1,0,402,0,1,2,846,3,2008,2332,1,1,12474,96,0,60,272,0,8,134,5,10,0,0,9,1682,196,2007,2008,2008,426000
1Fam,Y,961,406,0,4,241,391,1,0,229,112,0,1,384,1,1978,1367,0,1,8405,50,0,50,0,0,4,130,8,5,0,0,7,861,0,1900,1950,2008,119000
1Fam,Y,804,1157,0,3,690,0,1,0,114,0,1,2,560,2,2001,1961,1,1,12209,71,0,60,0,0,6,192,5,6,0,0,7,804,125,2001,2002,2009,215000
1Fam,Y,882,0,0,3,0,0,0,0,0,0,0,1,294,1,1959,882,0,1,8339,91.31812525,0,20,0,1200,7,0,7,5,0,0,5,0,0,1959,1959,2007,106500
1Fam,Y,735,299,0,2,0,0,0,0,735,0,0,1,240,1,1940,1034,0,1,10134,60,0,50,0,0,7,39,6,5,0,0,5,735,0,1940,1950,2007,109000
1Fam,Y,1144,0,0,3,739,0,1,0,405,0,0,1,596,1,1956,1144,0,1,9571,68,0,20,0,0,6,0,6,5,0,0,6,1144,44,1956,1956,2010,129000
1Fam,Y,894,0,0,2,777,0,0,0,117,0,0,1,600,2,1985,894,0,1,7200,60,0,20,0,0,9,0,5,5,0,0,6,894,215,1972,1972,2009,123000
1Fam,Y,876,936,0,4,540,0,0,0,324,0,1,2,264,1,1962,1812,0,1,7590,69,0,60,288,0,7,168,5,5,0,0,8,864,0,1962,1962,2007,169500
1Fam,Y,1077,0,0,2,0,0,0,0,961,0,0,1,338,1,1920,1077,0,1,8967,60,0,30,0,0,11,0,2,5,0,0,6,961,0,1920,1950,2007,67000
1Fam,Y,1112,438,0,2,812,0,1,0,280,0,0,2,438,2,2007,1550,0,1,8125,65,0,60,100,0,10,168,5,7,0,0,7,1092,0,2006,2007,2009,241000
TwnhsE,Y,1288,0,0,1,786,0,1,0,474,0,2,1,500,2,1996,1288,1,1,14963,38,0,120,0,0,12,30,5,8,0,224,4,1260,120,1996,1996,2008,245500
1Fam,Y,1310,0,0,3,24,0,0,0,1286,0,1,2,400,2,2005,1310,0,1,8767,65,0,20,0,0,7,0,5,7,0,0,6,1310,0,2005,2005,2006,164990
1Fam,Y,672,0,0,2,0,0,0,0,672,0,0,1,240,1,1940,672,0,1,10200,60,0,30,0,0,8,0,8,5,0,0,4,672,168,1940,1997,2008,108000
1Fam,Y,1165,1098,0,4,0,0,0,0,1141,0,1,2,420,2,1998,2263,1,1,12090,93,0,60,650,0,7,123,5,8,0,0,10,1141,144,1998,1998,2006,258000
1Fam,Y,806,766,0,3,0,0,0,0,806,0,1,2,373,2,1995,1572,1,1,10364,101.8037327,0,60,0,0,5,40,5,6,0,0,7,806,0,1995,1996,2007,168000
1Fam,Y,1620,0,0,3,1116,0,1,0,165,0,1,2,490,2,1993,1620,0,1,9991,99.95498987,0,20,0,0,6,78,4,4,0,0,8,1281,120,1976,1993,2009,150000
1Fam,Y,1166,0,0,3,0,0,0,0,1064,0,0,1,240,1,1936,1639,0,1,10480,51,473,50,0,0,3,0,5,6,0,0,6,1064,0,1936,1950,2008,115000
1Fam,Y,840,840,0,4,0,0,0,0,840,160,0,2,308,1,1960,1680,0,1,15576,63,0,70,0,0,3,0,7,6,0,0,8,840,0,1915,1976,2008,177000
1Fam,Y,1071,1101,0,3,0,0,0,0,1063,0,1,2,947,3,2006,2172,1,1,14154,109,0,60,350,0,8,62,5,7,0,0,9,1063,192,2006,2006,2007,280000
1Fam,Y,1050,1028,0,3,789,0,1,0,245,0,1,2,836,3,2008,2078,1,1,10800,85,0,60,100,0,4,102,5,8,0,0,8,1034,0,2007,2008,2008,339750
1Fam,Y,1276,0,0,3,0,0,0,0,1276,0,0,1,350,1,1958,1276,0,1,9571,68,0,20,0,0,6,0,3,5,0,0,5,1276,0,1958,1958,2009,60000
2fmCon,N,1056,0,0,3,1056,0,1,0,0,0,0,1,572,2,1955,1056,0,1,34650,100,0,190,0,0,1,0,5,5,0,0,5,1056,264,1955,1955,2006,145000
1Fam,Y,1478,0,0,2,578,0,1,0,892,0,1,2,484,2,2009,1478,1,1,4403,66.3551053,0,20,432,0,6,144,5,7,0,0,7,1470,0,2009,2009,2010,222000
1Fam,Y,1028,0,0,2,0,0,0,0,1008,130,1,1,360,2,1927,1028,0,1,8960,56,0,30,0,0,3,0,6,5,0,0,5,1008,0,1927,1950,2010,115000
1Fam,Y,1080,1017,0,3,50,531,0,1,499,0,1,2,678,3,1993,2097,1,1,11228,59,0,60,0,0,12,187,5,7,0,0,9,1080,196,1993,1993,2008,228000
1Fam,Y,1340,0,0,3,24,0,0,0,1316,0,0,2,396,2,2007,1340,0,1,8899,73,0,20,0,0,8,30,5,7,0,0,6,1340,100,2007,2007,2007,181134
1Fam,Y,672,728,0,3,209,0,0,0,463,0,1,1,440,2,1978,1400,1,1,7844,74,0,60,203,0,3,0,7,6,0,0,6,672,0,1978,1978,2006,149500
1Fam,N,1370,1254,0,4,1128,0,1,0,242,0,1,2,864,3,1918,2624,1,1,22420,86,0,70,0,0,11,0,6,6,0,0,10,1370,0,1918,1950,2007,239000
1Fam,N,756,378,0,3,312,0,1,0,444,0,0,1,240,1,1940,1134,1,1,8160,60,0,50,0,0,4,0,6,5,0,0,7,756,0,1940,1950,2007,126000
1Fam,Y,1056,0,0,3,775,0,1,0,281,184,1,1,304,1,1968,1056,0,1,8450,65,0,20,0,0,7,85,6,5,0,0,6,1056,0,1968,1968,2010,142000
Duplex,Y,1344,0,0,2,1309,0,2,0,35,0,0,2,784,4,1997,1344,0,2,7060,78,0,90,200,0,11,0,5,7,0,0,8,1344,0,1997,1998,2008,206300
1Fam,Y,1602,0,0,3,1246,0,0,1,356,0,1,2,529,2,1977,1602,0,1,16635,128.9767421,0,20,126,0,6,0,7,6,0,0,8,1602,240,1977,2000,2009,215000
1Fam,Y,988,0,0,2,0,0,0,0,988,0,0,1,520,2,1954,988,0,1,21750,100,0,20,0,0,2,0,5,5,0,0,4,988,0,1954,1954,2008,113000
1Fam,Y,1470,1160,0,4,986,0,1,0,484,0,1,2,696,3,1998,2630,1,1,9200,80,0,60,473,0,6,66,5,8,0,0,8,1470,0,1998,1998,2008,315000
1Fam,Y,1196,0,0,2,616,0,1,0,580,0,1,1,297,1,1956,1196,0,1,9000,72,0,20,74,0,5,44,5,6,0,0,6,1196,0,1956,1956,2008,139000
1Fam,Y,707,682,0,3,0,0,0,0,651,126,2,1,240,1,1947,1389,1,1,3378,60,0,60,0,0,9,0,8,7,0,0,6,651,0,1946,1992,2009,135000
1Fam,Y,1644,0,0,2,1518,0,1,1,0,0,1,2,569,2,1989,1644,0,1,12800,113.137085,0,80,145,0,8,0,5,7,0,396,5,1518,80,1989,1989,2009,275000
1Fam,Y,907,0,0,3,288,0,0,0,619,0,0,1,352,1,1964,907,0,1,8593,77,0,20,0,0,7,0,6,4,0,0,5,907,0,1957,1957,2008,109008
1Fam,Y,1208,0,0,2,664,0,1,0,544,0,0,2,628,2,2007,1208,0,1,6762,64,0,20,108,0,9,54,5,7,0,0,6,1208,105,2007,2007,2007,195400
1Fam,Y,1412,0,0,3,1005,0,1,0,387,169,1,2,576,2,1988,1412,0,1,11457,130,0,20,0,0,3,0,5,6,0,0,6,1392,0,1988,1988,2009,175000
Twnhs,Y,483,504,0,2,387,0,0,0,96,0,0,1,264,1,1971,987,1,1,1680,21,0,160,232,0,7,0,5,6,0,0,4,483,0,1971,1971,2008,85400
TwnhsE,Y,765,600,0,2,471,0,1,0,294,0,0,1,440,2,1971,1365,1,1,1920,24,0,160,376,0,8,36,5,5,0,0,6,765,240,1971,1971,2007,122500
1Fam,Y,926,678,0,3,0,0,0,0,926,0,1,2,470,2,1997,1604,1,1,10839,100,0,60,0,0,7,36,5,6,0,0,7,926,0,1997,1998,2008,181000
1Fam,Y,827,834,0,3,385,344,1,0,70,0,1,2,550,2,1996,1661,1,1,10667,43,0,60,0,0,4,61,6,7,0,0,6,799,158,1996,1996,2009,212000
1Fam,Y,734,384,0,2,0,0,0,0,648,0,0,1,440,2,1990,1118,0,1,4400,40,0,50,0,0,10,0,8,6,0,0,6,648,0,1920,1950,2006,116000
1Fam,Y,904,0,0,2,0,0,0,0,884,105,0,1,180,1,1926,904,0,1,6000,50,0,45,0,0,1,0,7,6,0,0,4,884,0,1926,2004,2009,119000
1Fam,N,694,0,0,2,365,0,0,0,75,34,1,1,352,1,1990,694,0,1,4280,40,0,30,0,0,3,0,6,5,0,0,4,440,0,1913,2002,2007,90350
1Fam,Y,684,512,0,3,0,0,0,0,684,0,0,1,528,2,2005,1196,0,1,12354,67,0,50,0,800,8,46,8,6,0,0,7,684,0,1920,2000,2009,110000
1Fam,Y,2402,0,0,2,1767,539,1,0,788,0,2,2,672,3,2008,2402,0,1,15431,105,0,20,200,0,4,72,5,10,0,170,10,3094,0,2008,2008,2009,555000
1Fam,Y,1128,445,0,3,0,0,0,0,1078,0,1,2,360,2,1930,1573,0,1,6240,52,0,50,0,0,6,0,7,5,0,0,8,1078,0,1930,1992,2008,162900
TwnhsE,Y,1258,0,0,2,0,0,0,0,1258,0,1,2,648,3,2007,1258,0,1,3922,53,0,120,72,0,6,16,5,7,0,0,6,1258,144,2006,2007,2007,172500
1Fam,Y,933,975,0,4,642,0,1,0,273,0,1,2,493,2,1994,1908,1,1,8750,70,0,60,0,0,7,133,5,7,0,0,8,915,144,1994,1995,2008,210000
1Fam,Y,1689,0,0,3,0,0,0,0,1436,0,1,1,480,2,1956,1689,0,1,9855,73,0,20,0,0,11,0,5,6,0,0,7,1436,0,1956,1956,2009,127500
1Fam,Y,1888,0,0,2,247,713,0,0,557,0,1,2,578,2,1966,1888,1,1,16492,137,0,20,0,0,6,0,6,6,0,0,6,1517,0,1966,2002,2010,190000
1Fam,Y,956,930,0,4,0,0,0,0,930,0,1,2,431,2,1998,1886,1,1,11214,105.8961756,0,60,0,0,7,0,5,7,0,0,10,930,89,1998,1999,2006,199900
1Fam,Y,780,596,0,3,0,0,0,0,780,0,1,2,198,1,1937,1376,0,1,8600,50,0,50,0,0,6,0,6,6,0,0,7,780,0,1937,1950,2006,119500
1Fam,Y,679,504,0,2,331,0,0,0,318,0,0,1,308,1,1981,1183,1,1,6000,50,0,50,0,0,6,176,7,3,0,0,6,649,0,1948,2002,2007,120000
1Fam,Y,813,0,0,2,0,0,0,0,813,0,0,1,270,1,1932,813,0,1,5684,70,0,30,0,0,6,113,8,6,0,0,5,813,0,1930,2005,2006,110000
1Fam,Y,1533,0,0,2,655,0,1,0,878,0,2,2,576,2,1975,1533,0,1,70761,62,0,20,0,0,12,54,5,7,0,0,5,1533,200,1975,1975,2006,280000
1Fam,Y,888,868,0,3,742,0,1,0,130,0,0,2,422,2,1996,1756,1,1,9303,96.45206063,0,60,42,0,7,122,5,6,0,0,7,872,144,1996,1997,2007,204000
1Fam,Y,786,804,0,3,0,0,0,0,768,0,0,2,676,2,2008,1590,1,1,9000,75,0,60,0,0,6,30,5,8,0,0,6,768,0,2008,2008,2009,210000
Duplex,Y,1728,0,0,4,1606,0,2,0,122,0,0,2,560,2,1976,1728,0,2,9297,63,0,90,0,0,7,0,5,5,0,0,8,1728,0,1976,1976,2006,188000
1Fam,Y,1242,0,0,3,916,0,0,0,326,0,1,1,528,2,1973,1242,1,1,9600,80,0,20,320,0,9,0,6,7,0,0,6,1242,0,1973,1973,2007,175500
1Fam,N,624,720,0,4,0,0,0,0,624,96,0,1,513,3,1916,1344,0,1,4571,34,0,70,0,0,5,0,5,5,0,0,7,624,0,1916,1950,2008,98000
1Fam,Y,1663,0,0,2,1116,0,1,0,248,0,2,1,529,2,1954,1663,0,1,53227,59.91111111,0,20,0,0,3,137,6,4,0,0,6,1364,224,1954,1994,2008,256000
1Fam,Y,833,833,0,3,0,0,0,0,588,0,1,1,228,1,1925,1666,0,1,5100,71.41428429,0,70,0,0,6,63,7,8,0,0,7,588,192,1925,1996,2008,161000
1Fam,Y,979,224,0,3,185,0,1,0,524,248,1,1,352,1,1950,1203,0,1,7015,83.75559683,0,50,161,0,7,0,4,5,0,0,5,709,0,1950,1950,2009,110000
1Fam,Y,832,1103,0,3,544,0,1,0,288,0,0,2,552,2,2009,1935,1,1,8004,75,0,60,110,0,12,150,5,8,0,0,8,832,0,2009,2009,2009,263435
1Fam,Y,575,560,0,3,350,210,1,0,0,0,0,1,576,2,1971,1135,0,1,7200,60,0,70,0,0,4,0,9,7,0,0,6,560,256,1936,2007,2009,155000
1Fam,Y,864,0,0,3,553,311,0,0,0,236,1,1,360,1,1965,864,0,1,8281,60,0,20,0,0,12,0,5,5,0,0,5,864,0,1965,1965,2009,62383
1Fam,Y,849,811,0,3,326,0,0,0,389,0,1,1,240,1,1939,1660,1,1,11988,74,0,70,0,0,8,0,7,6,0,0,6,715,0,1934,1995,2008,188700
TwnhsE,Y,1414,0,0,2,0,0,0,0,1375,0,1,2,398,2,2004,1414,0,1,3072,55.42562584,0,120,18,0,5,20,5,7,0,0,6,1375,144,2004,2004,2006,178740
1Fam,Y,1277,0,0,2,778,0,1,0,499,0,1,1,526,2,1970,1277,0,1,10628,85,0,20,0,0,4,0,5,7,0,176,5,1277,0,1970,1970,2007,167000
1Fam,Y,888,756,0,3,386,0,0,0,342,0,2,1,312,1,1942,1644,1,1,9480,79,0,70,224,0,6,0,7,5,0,0,7,728,168,1942,1995,2007,146500
1Fam,Y,1634,0,0,3,0,0,0,0,1626,0,1,2,866,3,2006,1634,0,1,11428,98,0,20,248,0,5,44,5,8,0,0,7,1626,0,2006,2006,2007,250000
1Fam,Y,832,878,0,3,426,0,0,0,406,0,0,2,506,2,1993,1710,1,1,9291,76,0,60,120,0,6,70,5,6,0,0,7,832,144,1993,1993,2008,187000
TwnhsE,Y,1502,0,0,1,368,1120,1,0,0,0,0,1,528,2,1985,1502,1,1,6820,82.58329129,0,120,0,0,6,54,5,8,0,140,4,1488,0,1985,1985,2010,212000
1Fam,Y,1161,808,0,3,0,0,0,0,808,0,1,2,534,2,1977,1969,1,1,11952,92,0,60,0,0,11,0,6,7,0,276,8,808,0,1977,1977,2007,190000
TwnhsE,Y,1072,0,0,2,459,0,1,0,88,0,0,1,525,2,2005,1072,0,1,3675,35,0,180,80,0,6,28,5,6,0,0,5,547,0,2005,2005,2008,148000
1Fam,Y,1976,0,0,2,1350,0,1,0,626,0,1,2,908,3,2006,1976,0,1,14977,110,0,20,304,0,7,63,5,8,0,0,7,1976,250,2006,2007,2007,440000
